flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,coleman_liau_index,automated_readability_index,dale_chall_readability_score,avg_sentence_length,std_sentence_length,num_sentences,pos_distribution,dep_distribution,num_entities,type_token_ratio,hapax_ratio,avg_word_length,response_id
45.46,11.2,12.88,13.9,14.32,13.7,9.66,19.208333333333332,5.58255591602588,24,"{'VERB': 59, 'ADP': 42, 'DET': 35, 'NOUN': 106, 'PROPN': 11, 'PART': 9, 'PRON': 43, 'AUX': 21, 'ADV': 13, 'ADJ': 49, 'PUNCT': 43, 'SCONJ': 5, 'CCONJ': 24, 'NUM': 1}","{'csubj': 6, 'prep': 41, 'det': 35, 'pobj': 38, 'aux': 19, 'advcl': 5, 'poss': 27, 'dobj': 35, 'ROOT': 24, 'advmod': 17, 'amod': 40, 'attr': 3, 'punct': 43, 'acl': 6, 'preconj': 3, 'cc': 24, 'conj': 27, 'nsubj': 26, 'relcl': 8, 'acomp': 5, 'xcomp': 3, 'nsubjpass': 1, 'auxpass': 1, 'ccomp': 4, 'compound': 10, 'pcomp': 4, 'nmod': 2, 'mark': 1, 'nummod': 1, 'agent': 1, 'neg': 1}",9,0.6565217391304348,0.7086092715231788,6.978260869565218,68
29.79,15.2,16.43,16.4,14.74,17.0,10.56,27.125,6.7627194973619895,16,"{'VERB': 44, 'PROPN': 27, 'ADJ': 49, 'NOUN': 104, 'PUNCT': 42, 'ADV': 10, 'ADP': 49, 'DET': 41, 'AUX': 13, 'CCONJ': 26, 'PART': 10, 'PRON': 17, 'SCONJ': 2}","{'advcl': 8, 'nmod': 2, 'amod': 48, 'dobj': 22, 'punct': 42, 'advmod': 12, 'prep': 49, 'det': 41, 'compound': 21, 'pobj': 46, 'ROOT': 16, 'attr': 7, 'cc': 25, 'conj': 29, 'nsubj': 21, 'neg': 2, 'acl': 5, 'poss': 8, 'pcomp': 3, 'appos': 3, 'aux': 12, 'relcl': 5, 'xcomp': 1, 'preconj': 2, 'csubj': 1, 'acomp': 2, 'ccomp': 1}",17,0.7377777777777778,0.7590361445783133,6.817777777777778,69
33.95,13.6,14.03,15.6,15.03,15.6,10.17,26.88235294117647,7.79050970877332,17,"{'VERB': 40, 'DET': 52, 'ADJ': 49, 'CCONJ': 21, 'NOUN': 89, 'ADP': 57, 'PROPN': 58, 'PUNCT': 48, 'ADV': 12, 'SCONJ': 3, 'PRON': 16, 'AUX': 6, 'PART': 5, 'NUM': 1}","{'advcl': 5, 'det': 52, 'amod': 45, 'cc': 21, 'conj': 27, 'dobj': 27, 'prep': 56, 'compound': 35, 'pobj': 52, 'punct': 48, 'advmod': 15, 'ROOT': 17, 'nsubj': 16, 'appos': 2, 'aux': 4, 'neg': 2, 'relcl': 7, 'pcomp': 4, 'npadvmod': 2, 'attr': 2, 'poss': 4, 'acl': 2, 'xcomp': 2, 'csubj': 3, 'nsubjpass': 2, 'auxpass': 2, 'preconj': 1, 'dep': 1, 'nmod': 1}",31,0.725,0.7701149425287356,7.008333333333334,70
40.28,13.2,13.52,14.9,13.99,15.5,9.8,31.1875,10.660785325200015,16,"{'VERB': 39, 'DET': 49, 'ADJ': 61, 'NOUN': 99, 'ADP': 52, 'PROPN': 64, 'AUX': 16, 'ADV': 12, 'PART': 11, 'PRON': 20, 'CCONJ': 25, 'PUNCT': 49, 'SCONJ': 2}","{'csubj': 2, 'det': 49, 'amod': 60, 'dobj': 17, 'prep': 52, 'pobj': 51, 'ROOT': 16, 'advmod': 14, 'attr': 9, 'aux': 12, 'relcl': 10, 'cc': 25, 'conj': 34, 'punct': 49, 'dep': 3, 'acl': 3, 'nsubj': 22, 'advcl': 4, 'neg': 2, 'acomp': 2, 'compound': 41, 'appos': 3, 'preconj': 1, 'npadvmod': 2, 'nsubjpass': 3, 'auxpass': 3, 'poss': 6, 'xcomp': 3, 'nmod': 1}",37,0.6996197718631179,0.782608695652174,6.684410646387833,71
28.77,15.6,15.93,17.5,15.15,17.9,10.44,28.25,7.832890058379899,12,"{'VERB': 29, 'PROPN': 38, 'ADP': 45, 'ADJ': 42, 'AUX': 10, 'DET': 33, 'NOUN': 63, 'PART': 4, 'PRON': 11, 'PUNCT': 31, 'ADV': 12, 'NUM': 2, 'CCONJ': 16, 'SPACE': 1, 'SCONJ': 2}","{'csubj': 3, 'dobj': 16, 'prep': 44, 'amod': 40, 'pobj': 40, 'ROOT': 12, 'det': 33, 'attr': 4, 'aux': 6, 'relcl': 3, 'punct': 31, 'advmod': 13, 'nsubj': 13, 'nummod': 2, 'acl': 2, 'conj': 20, 'cc': 16, 'compound': 18, 'dep': 2, 'xcomp': 2, 'poss': 2, 'appos': 2, 'pcomp': 3, 'neg': 1, 'acomp': 3, 'advcl': 2, 'prt': 1, 'nmod': 2, 'oprd': 1, 'mark': 1, 'preconj': 1}",28,0.7701149425287356,0.8731343283582089,7.109195402298851,72
34.46,13.4,14.55,15.6,14.5,14.7,10.16,23.0,6.009795924889923,17,"{'PROPN': 46, 'AUX': 13, 'DET': 26, 'NOUN': 72, 'PRON': 21, 'VERB': 49, 'ADP': 33, 'ADJ': 43, 'CCONJ': 27, 'PUNCT': 28, 'ADV': 9, 'SCONJ': 2, 'PART': 10, 'NUM': 1, 'X': 10, 'SPACE': 1}","{'nsubj': 18, 'ROOT': 17, 'det': 26, 'attr': 6, 'relcl': 9, 'prep': 32, 'amod': 39, 'pobj': 31, 'cc': 27, 'conj': 28, 'punct': 30, 'advmod': 9, 'advcl': 5, 'poss': 10, 'mark': 2, 'dobj': 25, 'aux': 12, 'acl': 6, 'npadvmod': 1, 'compound': 29, 'nsubjpass': 1, 'auxpass': 1, 'ccomp': 2, 'neg': 1, 'nmod': 1, 'meta': 8, 'csubj': 4, 'xcomp': 4, 'dep': 1, 'acomp': 1, 'pcomp': 2, 'preconj': 2, 'agent': 1}",25,0.7373271889400922,0.7625,6.792626728110599,73
39.47,13.5,14.64,15.1,14.86,16.7,10.42,24.238095238095237,13.401864695790024,21,"{'VERB': 47, 'ADJ': 77, 'NOUN': 110, 'AUX': 12, 'ADV': 14, 'DET': 41, 'PART': 4, 'PRON': 23, 'ADP': 50, 'PUNCT': 61, 'SCONJ': 6, 'CCONJ': 19, 'NUM': 1, 'PROPN': 35, 'X': 9}","{'csubj': 1, 'amod': 76, 'dobj': 24, 'ROOT': 21, 'advmod': 18, 'det': 41, 'attr': 3, 'aux': 5, 'relcl': 6, 'prep': 49, 'pobj': 50, 'punct': 63, 'advcl': 7, 'nsubj': 25, 'ccomp': 4, 'cc': 19, 'poss': 12, 'conj': 22, 'nummod': 1, 'compound': 28, 'npadvmod': 2, 'acomp': 2, 'appos': 2, 'dep': 1, 'auxpass': 5, 'meta': 3, 'acl': 2, 'agent': 2, 'preconj': 1, 'nsubjpass': 6, 'nmod': 1, 'mark': 3, 'neg': 1, 'pcomp': 2, 'xcomp': 1}",46,0.7111111111111111,0.8177083333333334,6.685185185185185,74
23.77,15.4,16.4,16.8,18.45,19.1,11.58,24.818181818181817,6.938930777185957,11,"{'ADP': 26, 'VERB': 36, 'NOUN': 73, 'PRON': 9, 'CCONJ': 19, 'DET': 16, 'ADJ': 35, 'PUNCT': 29, 'PART': 6, 'ADV': 9, 'AUX': 9, 'SCONJ': 3, 'PROPN': 3}","{'ROOT': 11, 'pcomp': 3, 'compound': 12, 'dobj': 18, 'nsubj': 9, 'relcl': 4, 'prep': 26, 'cc': 19, 'conj': 23, 'det': 16, 'amod': 30, 'punct': 29, 'poss': 4, 'appos': 2, 'aux': 10, 'advcl': 3, 'advmod': 9, 'pobj': 22, 'csubj': 4, 'nmod': 3, 'mark': 2, 'nsubjpass': 2, 'auxpass': 2, 'ccomp': 2, 'acomp': 1, 'xcomp': 3, 'oprd': 1, 'acl': 2, 'preconj': 1}",7,0.8355263157894737,0.8818897637795275,7.519736842105263,75
29.08,15.4,16.77,17.6,16.25,18.7,10.65,23.363636363636363,15.45828831682054,22,"{'VERB': 38, 'DET': 51, 'ADJ': 59, 'NOUN': 105, 'ADP': 56, 'PROPN': 60, 'CCONJ': 24, 'PUNCT': 54, 'SCONJ': 6, 'PRON': 23, 'AUX': 15, 'ADV': 9, 'NUM': 4, 'PART': 6, 'X': 4}","{'csubj': 1, 'det': 51, 'amod': 48, 'dobj': 26, 'prep': 55, 'compound': 33, 'pobj': 52, 'ROOT': 22, 'cc': 24, 'conj': 29, 'punct': 54, 'nsubj': 25, 'advmod': 14, 'aux': 8, 'ccomp': 3, 'npadvmod': 3, 'appos': 7, 'neg': 2, 'attr': 5, 'poss': 9, 'relcl': 6, 'advcl': 8, 'nmod': 3, 'preconj': 2, 'meta': 3, 'xcomp': 1, 'acomp': 5, 'pcomp': 5, 'nsubjpass': 1, 'auxpass': 1, 'acl': 3, 'agent': 2, 'nummod': 2, 'mark': 1}",44,0.7196969696969697,0.7526315789473684,7.261363636363637,76
37.1,12.4,14.06,14.1,15.25,14.3,10.68,18.181818181818183,7.649339624713684,22,"{'PRON': 20, 'VERB': 45, 'ADJ': 44, 'PART': 11, 'ADP': 41, 'NOUN': 81, 'PROPN': 31, 'PUNCT': 29, 'DET': 26, 'CCONJ': 25, 'ADV': 17, 'AUX': 16, 'NUM': 1, 'X': 12, 'SCONJ': 1}","{'nsubj': 16, 'ROOT': 22, 'acomp': 4, 'aux': 13, 'xcomp': 3, 'prep': 39, 'poss': 8, 'amod': 34, 'pobj': 37, 'punct': 31, 'det': 26, 'acl': 7, 'cc': 25, 'conj': 25, 'appos': 2, 'advmod': 19, 'relcl': 6, 'ccomp': 3, 'compound': 16, 'csubj': 2, 'dobj': 26, 'preconj': 2, 'advcl': 5, 'agent': 1, 'meta': 11, 'pcomp': 3, 'npadvmod': 1, 'attr': 4, 'nsubjpass': 3, 'auxpass': 3, 'prt': 1, 'dep': 1, 'neg': 1}",23,0.803921568627451,0.8475609756097561,7.269607843137255,77
37.34,14.3,14.28,15.8,13.99,16.8,9.39,23.90909090909091,11.192160774842245,22,"{'VERB': 43, 'DET': 60, 'NOUN': 98, 'ADP': 56, 'CCONJ': 23, 'PROPN': 84, 'AUX': 13, 'ADJ': 63, 'SCONJ': 6, 'PART': 6, 'ADV': 12, 'PUNCT': 38, 'PRON': 13, 'NUM': 1, 'X': 9, 'SPACE': 1}","{'csubj': 3, 'det': 60, 'dobj': 27, 'prep': 54, 'pobj': 52, 'cc': 24, 'conj': 24, 'compound': 49, 'ROOT': 22, 'amod': 54, 'attr': 5, 'mark': 4, 'preconj': 3, 'advmod': 15, 'relcl': 5, 'nmod': 4, 'punct': 39, 'nsubj': 27, 'poss': 6, 'nummod': 1, 'appos': 7, 'aux': 5, 'acl': 5, 'pcomp': 4, 'acomp': 3, 'meta': 6, 'npadvmod': 3, 'nsubjpass': 1, 'auxpass': 1, 'agent': 1, 'advcl': 5, 'ccomp': 4, 'dep': 1, 'neg': 1, 'xcomp': 1}",50,0.570446735395189,0.6445783132530121,6.560137457044673,78
29.45,13.2,13.54,15.5,17.8,16.1,10.37,17.130434782608695,8.744212236505415,23,"{'PRON': 26, 'NOUN': 70, 'PART': 10, 'VERB': 55, 'ADV': 10, 'ADP': 34, 'ADJ': 46, 'AUX': 13, 'PUNCT': 38, 'CCONJ': 22, 'DET': 23, 'NUM': 1, 'PROPN': 30, 'X': 12, 'SCONJ': 4}","{'poss': 15, 'nsubj': 20, 'aux': 18, 'acl': 6, 'advmod': 11, 'prep': 31, 'amod': 35, 'pobj': 27, 'ROOT': 23, 'acomp': 5, 'punct': 41, 'cc': 23, 'conj': 28, 'det': 23, 'dobj': 32, 'xcomp': 3, 'relcl': 6, 'csubj': 3, 'compound': 12, 'pcomp': 5, 'agent': 2, 'meta': 8, 'mark': 3, 'advcl': 2, 'parataxis': 1, 'npadvmod': 1, 'ccomp': 3, 'appos': 2, 'nmod': 1, 'dep': 1, 'expl': 1, 'attr': 2}",24,0.7635467980295566,0.7935483870967742,7.625615763546798,79
40.35,11.1,11.91,14.1,15.25,13.0,10.16,16.52173913043478,6.302998356320043,23,"{'PRON': 23, 'NOUN': 67, 'ADP': 32, 'VERB': 47, 'ADV': 11, 'DET': 27, 'ADJ': 48, 'AUX': 20, 'PUNCT': 35, 'CCONJ': 23, 'PROPN': 25, 'PART': 7, 'NUM': 1, 'X': 10, 'SCONJ': 4}","{'poss': 10, 'nsubj': 21, 'prep': 30, 'pcomp': 2, 'advmod': 11, 'det': 26, 'amod': 30, 'pobj': 29, 'ROOT': 23, 'acomp': 8, 'punct': 35, 'csubj': 6, 'cc': 23, 'conj': 25, 'dobj': 28, 'aux': 15, 'quantmod': 1, 'relcl': 3, 'xcomp': 1, 'ccomp': 7, 'nsubjpass': 2, 'auxpass': 2, 'agent': 2, 'meta': 11, 'compound': 13, 'npadvmod': 1, 'acl': 3, 'advcl': 4, 'mark': 4, 'neg': 1, 'attr': 1, 'oprd': 2}",24,0.7593582887700535,0.823943661971831,7.518716577540107,80
38.45,13.9,15.27,14.7,15.03,17.2,10.75,26.923076923076923,7.7505487494215375,13,"{'VERB': 39, 'ADP': 43, 'DET': 26, 'NOUN': 89, 'PROPN': 3, 'ADJ': 46, 'PART': 7, 'CCONJ': 19, 'ADV': 17, 'PUNCT': 35, 'PRON': 12, 'AUX': 11, 'SCONJ': 3}","{'csubj': 6, 'prep': 41, 'det': 26, 'compound': 8, 'pobj': 39, 'ROOT': 13, 'amod': 44, 'dobj': 20, 'aux': 7, 'acl': 4, 'cc': 19, 'conj': 22, 'advmod': 19, 'punct': 35, 'nsubj': 10, 'agent': 1, 'relcl': 4, 'poss': 6, 'advcl': 5, 'mark': 2, 'preconj': 3, 'pcomp': 4, 'nsubjpass': 2, 'auxpass': 2, 'attr': 2, 'neg': 1, 'prt': 1, 'acomp': 2, 'nmod': 1, 'ccomp': 1}",8,0.7670454545454546,0.7703703703703704,6.829545454545454,81
40.58,13.1,15.39,15.5,15.03,16.3,10.46,24.27777777777778,8.729296494217081,18,"{'VERB': 48, 'PROPN': 2, 'ADJ': 59, 'NOUN': 101, 'CCONJ': 30, 'DET': 38, 'ADP': 43, 'PRON': 28, 'AUX': 19, 'ADV': 24, 'PUNCT': 32, 'SCONJ': 5, 'PART': 8}","{'csubj': 3, 'nmod': 2, 'amod': 46, 'dobj': 30, 'cc': 29, 'det': 38, 'conj': 34, 'prep': 43, 'pobj': 40, 'nsubj': 25, 'relcl': 10, 'ROOT': 18, 'advmod': 25, 'attr': 3, 'punct': 32, 'compound': 7, 'appos': 1, 'aux': 15, 'mark': 4, 'advcl': 7, 'xcomp': 1, 'poss': 6, 'acomp': 4, 'preconj': 2, 'acl': 4, 'csubjpass': 1, 'neg': 2, 'auxpass': 1, 'npadvmod': 1, 'pcomp': 2, 'ccomp': 1}",7,0.7488372093023256,0.8260869565217391,7.111627906976744,82
35.17,13.1,13.92,15.0,16.77,16.2,10.54,17.0,9.329523031752482,25,"{'VERB': 52, 'DET': 26, 'NOUN': 82, 'ADP': 46, 'PROPN': 31, 'ADJ': 47, 'PUNCT': 32, 'CCONJ': 23, 'PRON': 29, 'SCONJ': 7, 'AUX': 13, 'PART': 9, 'ADV': 15, 'NUM': 1, 'X': 12}","{'csubj': 4, 'det': 26, 'dobj': 28, 'prep': 42, 'pobj': 38, 'ROOT': 25, 'amod': 34, 'punct': 35, 'cc': 23, 'poss': 15, 'conj': 25, 'mark': 5, 'nsubj': 23, 'aux': 12, 'relcl': 6, 'advmod': 16, 'pcomp': 5, 'ccomp': 7, 'preconj': 3, 'compound': 17, 'appos': 2, 'acl': 5, 'meta': 6, 'xcomp': 2, 'prt': 1, 'npadvmod': 2, 'nsubjpass': 1, 'auxpass': 1, 'agent': 3, 'acomp': 6, 'advcl': 7}",20,0.7454545454545455,0.8048780487804879,7.35,83
37.0,12.4,13.32,14.1,15.66,14.7,10.56,18.74074074074074,7.608925522007119,27,"{'VERB': 56, 'DET': 29, 'NOUN': 109, 'ADP': 49, 'PROPN': 34, 'AUX': 26, 'ADV': 15, 'ADJ': 59, 'PUNCT': 45, 'SCONJ': 3, 'CCONJ': 34, 'PRON': 25, 'PART': 6, 'NUM': 2, 'X': 14}","{'csubj': 6, 'det': 29, 'dobj': 35, 'prep': 48, 'pobj': 42, 'ROOT': 27, 'advmod': 19, 'attr': 6, 'amod': 47, 'punct': 46, 'nsubj': 29, 'cc': 33, 'conj': 34, 'relcl': 8, 'poss': 11, 'mark': 2, 'aux': 17, 'ccomp': 4, 'compound': 19, 'prt': 1, 'meta': 12, 'pcomp': 4, 'neg': 2, 'acomp': 5, 'nmod': 4, 'advcl': 5, 'acl': 2, 'preconj': 1, 'dep': 1, 'xcomp': 4, 'npadvmod': 1, 'nummod': 1, 'appos': 1}",25,0.7394636015325671,0.7823834196891192,7.233716475095785,84
33.44,13.8,14.57,15.3,16.19,16.6,10.03,22.875,9.379998667377304,16,"{'VERB': 46, 'DET': 25, 'ADJ': 39, 'NOUN': 79, 'ADP': 35, 'PROPN': 2, 'CCONJ': 24, 'AUX': 10, 'ADV': 23, 'PART': 11, 'PUNCT': 29, 'PRON': 38, 'SCONJ': 5}","{'csubj': 4, 'det': 25, 'amod': 35, 'dobj': 28, 'prep': 34, 'pobj': 33, 'cc': 24, 'conj': 27, 'ROOT': 16, 'advmod': 25, 'attr': 2, 'aux': 9, 'relcl': 6, 'punct': 29, 'nsubj': 23, 'acomp': 3, 'advcl': 4, 'preconj': 4, 'poss': 17, 'compound': 3, 'acl': 2, 'mark': 2, 'ccomp': 4, 'neg': 2, 'pcomp': 2, 'nsubjpass': 1, 'auxpass': 1, 'nmod': 1}",8,0.7337278106508875,0.8306451612903226,7.609467455621302,85
28.57,15.6,18.46,18.0,16.71,19.1,11.01,28.25,11.048189896992177,16,"{'VERB': 44, 'ADJ': 53, 'NOUN': 105, 'AUX': 21, 'DET': 39, 'ADP': 52, 'SCONJ': 3, 'PART': 7, 'ADV': 12, 'CCONJ': 24, 'PUNCT': 36, 'PROPN': 32, 'PRON': 23, 'NUM': 1}","{'csubj': 4, 'amod': 46, 'dobj': 26, 'ROOT': 16, 'det': 38, 'attr': 7, 'prep': 51, 'pobj': 50, 'advmod': 16, 'nsubj': 27, 'relcl': 11, 'neg': 3, 'cc': 24, 'conj': 24, 'punct': 36, 'poss': 6, 'advcl': 7, 'preconj': 2, 'acl': 3, 'agent': 1, 'compound': 26, 'nmod': 1, 'aux': 12, 'acomp': 4, 'pcomp': 5, 'appos': 1, 'ccomp': 2, 'nsubjpass': 1, 'auxpass': 1, 'xcomp': 1}",21,0.6936170212765957,0.7607361963190185,7.323404255319149,86
28.13,13.7,14.33,14.8,15.95,15.2,10.73,16.625,7.825239612944769,24,"{'VERB': 43, 'PROPN': 17, 'AUX': 10, 'ADV': 14, 'DET': 29, 'NOUN': 93, 'ADJ': 45, 'ADP': 46, 'PUNCT': 39, 'CCONJ': 24, 'SCONJ': 4, 'PRON': 18, 'NUM': 1, 'X': 11, 'PART': 5}","{'csubj': 4, 'dobj': 25, 'ROOT': 24, 'advmod': 17, 'det': 29, 'attr': 4, 'amod': 37, 'prep': 43, 'pobj': 40, 'punct': 40, 'cc': 25, 'conj': 25, 'acomp': 3, 'nsubj': 17, 'aux': 6, 'ccomp': 3, 'poss': 10, 'npadvmod': 3, 'compound': 11, 'pcomp': 5, 'relcl': 3, 'advcl': 6, 'meta': 7, 'prt': 1, 'preconj': 3, 'appos': 1, 'xcomp': 4, 'mark': 2, 'dep': 1}",15,0.7761194029850746,0.8141025641025641,7.338308457711443,87
38.01,12.0,13.43,14.2,15.77,14.3,10.66,18.130434782608695,7.831399163268486,23,"{'PRON': 22, 'NOUN': 94, 'SCONJ': 5, 'AUX': 24, 'VERB': 49, 'DET': 37, 'ADP': 46, 'PROPN': 12, 'PUNCT': 36, 'ADJ': 41, 'CCONJ': 25, 'ADV': 22, 'PART': 4}","{'poss': 12, 'ROOT': 23, 'mark': 3, 'nsubj': 17, 'aux': 16, 'acl': 4, 'det': 37, 'dobj': 22, 'prep': 46, 'pobj': 44, 'punct': 36, 'csubj': 6, 'amod': 34, 'cc': 25, 'conj': 26, 'acomp': 6, 'advcl': 6, 'advmod': 24, 'nsubjpass': 5, 'auxpass': 5, 'ccomp': 2, 'compound': 7, 'relcl': 5, 'pcomp': 2, 'xcomp': 1, 'prt': 1, 'appos': 1, 'preconj': 1}",6,0.7439613526570048,0.7987012987012987,7.183574879227053,88
38.32,11.9,13.69,14.0,14.73,13.2,10.14,16.782608695652176,5.7932233405046505,23,"{'PRON': 26, 'NOUN': 73, 'SCONJ': 4, 'VERB': 56, 'ADJ': 38, 'ADP': 32, 'PROPN': 19, 'PUNCT': 28, 'ADV': 19, 'CCONJ': 27, 'AUX': 15, 'DET': 25, 'PART': 11, 'NUM': 1, 'X': 12}","{'poss': 12, 'ROOT': 23, 'mark': 4, 'nsubj': 19, 'acl': 6, 'acomp': 4, 'prep': 30, 'pcomp': 4, 'dobj': 31, 'amod': 34, 'pobj': 27, 'punct': 28, 'csubj': 5, 'advmod': 18, 'cc': 27, 'det': 25, 'aux': 15, 'relcl': 5, 'ccomp': 5, 'conj': 27, 'npadvmod': 1, 'compound': 9, 'advcl': 4, 'attr': 3, 'meta': 11, 'agent': 1, 'auxpass': 2, 'prt': 1, 'xcomp': 2, 'preconj': 2, 'nmod': 1}",18,0.7382198952879581,0.8156028368794326,7.193717277486911,89
38.92,11.7,12.68,13.5,16.35,14.4,10.35,17.51851851851852,6.069781681169799,27,"{'PRON': 31, 'ADJ': 47, 'PART': 9, 'VERB': 63, 'ADP': 47, 'NOUN': 98, 'PROPN': 32, 'PUNCT': 45, 'DET': 23, 'CCONJ': 31, 'ADV': 15, 'NUM': 2, 'SCONJ': 3, 'AUX': 15, 'X': 12}","{'poss': 15, 'ROOT': 27, 'aux': 18, 'advcl': 6, 'prep': 47, 'amod': 41, 'pobj': 41, 'punct': 47, 'det': 22, 'nsubj': 17, 'dobj': 36, 'conj': 33, 'cc': 31, 'advmod': 16, 'acl': 3, 'preconj': 2, 'nmod': 1, 'nummod': 2, 'mark': 1, 'pcomp': 7, 'relcl': 3, 'compound': 24, 'meta': 10, 'csubj': 6, 'prt': 1, 'nsubjpass': 2, 'auxpass': 2, 'ccomp': 2, 'xcomp': 4, 'neg': 1, 'appos': 1, 'acomp': 1, 'attr': 1, 'predet': 1, 'agent': 1}",19,0.7551020408163265,0.8054054054054054,7.179591836734694,90
26.2,14.5,14.49,15.8,16.48,16.4,10.62,17.666666666666668,11.513277359447029,24,"{'VERB': 54, 'DET': 27, 'NOUN': 92, 'PRON': 30, 'ADP': 35, 'ADJ': 42, 'AUX': 21, 'PART': 8, 'PUNCT': 38, 'CCONJ': 24, 'SCONJ': 8, 'NUM': 1, 'PROPN': 18, 'ADV': 14, 'X': 12}","{'csubj': 3, 'det': 27, 'compound': 22, 'dobj': 33, 'nsubj': 22, 'relcl': 10, 'prep': 36, 'amod': 29, 'pobj': 31, 'ROOT': 24, 'attr': 2, 'aux': 16, 'acl': 2, 'punct': 42, 'cc': 24, 'conj': 27, 'advmod': 16, 'ccomp': 5, 'poss': 11, 'nummod': 1, 'pcomp': 4, 'advcl': 6, 'nsubjpass': 5, 'auxpass': 5, 'meta': 4, 'xcomp': 4, 'mark': 5, 'dep': 2, 'acomp': 4, 'neg': 1, 'preconj': 1}",11,0.7740384615384616,0.7950310559006211,7.4326923076923075,91
35.57,12.9,15.11,15.1,16.77,16.2,11.17,19.8,7.515317691222374,25,"{'VERB': 56, 'ADP': 47, 'DET': 38, 'NOUN': 103, 'PROPN': 38, 'PART': 13, 'ADJ': 50, 'AUX': 15, 'PRON': 30, 'CCONJ': 27, 'PUNCT': 49, 'SCONJ': 4, 'ADV': 14, 'NUM': 1, 'X': 10}","{'csubj': 3, 'prep': 47, 'det': 38, 'pobj': 45, 'compound': 28, 'aux': 18, 'acl': 7, 'amod': 44, 'ROOT': 25, 'attr': 2, 'dobj': 27, 'nmod': 7, 'cc': 26, 'conj': 29, 'ccomp': 8, 'punct': 50, 'poss': 15, 'nsubj': 24, 'mark': 3, 'advmod': 15, 'neg': 2, 'relcl': 6, 'npadvmod': 1, 'nummod': 1, 'advcl': 7, 'xcomp': 3, 'preconj': 2, 'acomp': 3, 'meta': 7, 'appos': 2}",17,0.7777777777777778,0.8112244897959183,7.345238095238095,92
42.82,12.2,13.29,13.7,13.75,14.2,9.55,21.208333333333332,8.175059462916598,24,"{'VERB': 54, 'ADP': 57, 'DET': 41, 'ADJ': 56, 'NOUN': 104, 'PROPN': 37, 'AUX': 19, 'ADV': 21, 'PUNCT': 41, 'PRON': 21, 'CCONJ': 29, 'PART': 10, 'NUM': 1, 'X': 14, 'SCONJ': 4}","{'csubj': 9, 'prep': 53, 'det': 41, 'amod': 51, 'pobj': 52, 'compound': 24, 'ROOT': 24, 'advmod': 23, 'attr': 5, 'punct': 42, 'advcl': 6, 'dobj': 33, 'poss': 10, 'cc': 28, 'conj': 30, 'nsubj': 14, 'aux': 13, 'relcl': 7, 'nummod': 1, 'nmod': 1, 'neg': 2, 'pcomp': 3, 'meta': 12, 'dep': 2, 'preconj': 3, 'acl': 5, 'prt': 2, 'mark': 2, 'nsubjpass': 3, 'auxpass': 3, 'appos': 1, 'oprd': 1, 'acomp': 2, 'xcomp': 1}",23,0.6956521739130435,0.7727272727272727,6.770750988142293,93
36.39,12.6,13.59,14.5,15.77,15.1,10.38,18.58823529411765,8.37404128686075,17,"{'PRON': 18, 'NOUN': 61, 'ADP': 35, 'PROPN': 28, 'VERB': 34, 'DET': 20, 'ADJ': 40, 'PUNCT': 23, 'CCONJ': 17, 'AUX': 13, 'ADV': 10, 'PART': 5, 'NUM': 1, 'X': 10, 'SCONJ': 1}","{'poss': 5, 'compound': 21, 'nsubj': 17, 'prep': 35, 'pobj': 32, 'ROOT': 17, 'det': 20, 'amod': 29, 'punct': 24, 'csubj': 3, 'cc': 17, 'conj': 17, 'dobj': 19, 'acomp': 4, 'pcomp': 3, 'advmod': 10, 'ccomp': 4, 'aux': 8, 'advcl': 4, 'relcl': 6, 'nummod': 1, 'meta': 9, 'mark': 1, 'nsubjpass': 1, 'auxpass': 1, 'appos': 1, 'acl': 1, 'neg': 1, 'preconj': 1, 'attr': 1, 'nmod': 1, 'xcomp': 2}",21,0.7633136094674556,0.7984496124031008,7.366863905325443,94
32.94,14.0,14.82,15.0,15.2,16.2,10.67,23.88235294117647,8.64245575762418,17,"{'VERB': 40, 'PART': 8, 'CCONJ': 24, 'ADP': 42, 'PROPN': 24, 'PRON': 19, 'NOUN': 83, 'ADJ': 49, 'AUX': 25, 'ADV': 17, 'DET': 30, 'PUNCT': 41, 'SCONJ': 4}","{'csubj': 5, 'aux': 22, 'xcomp': 4, 'cc': 23, 'conj': 26, 'prep': 41, 'pobj': 38, 'poss': 7, 'amod': 38, 'advmod': 16, 'ROOT': 17, 'det': 31, 'attr': 1, 'punct': 41, 'nmod': 1, 'nsubj': 20, 'dobj': 19, 'compound': 20, 'preconj': 2, 'relcl': 4, 'acomp': 7, 'acl': 3, 'mark': 4, 'nsubjpass': 1, 'auxpass': 1, 'appos': 1, 'ccomp': 5, 'advcl': 2, 'pcomp': 3, 'expl': 1, 'agent': 1, 'npadvmod': 1}",16,0.7794871794871795,0.7960526315789473,7.174358974358975,95
